#     1:pT [GeV]	2:ur	3:Keq 1	4:Keq 2	5:Kshear 1	6:Kshear 2	7:Kshear 3	8:Kshear 4	9:Kbulk 1	10:Kbulk 2
    6.46257e-03	    2.53871e+00	    1.48294e-01	    3.25180e-04	   -3.02970e-02	   -1.75902e-05	   -3.22351e-02	   -2.06448e-05	   -7.08075e-02	   -8.40189e-05
    1.93899e-02	    2.53871e+00	    1.49410e-01	    2.89319e-03	   -3.00404e-02	   -1.56180e-04	   -3.19755e-02	   -1.83279e-04	   -7.04403e-02	   -7.42781e-04
    3.23237e-02	    2.53871e+00	    1.51584e-01	    7.85766e-03	   -2.95396e-02	   -4.22309e-04	   -3.14690e-02	   -4.95487e-04	   -6.97200e-02	   -1.99190e-03
    4.52683e-02	    2.53871e+00	    1.54702e-01	    1.49053e-02	   -2.88177e-02	   -7.95341e-04	   -3.07387e-02	   -9.32992e-04	   -6.86733e-02	   -3.70805e-03
    5.82280e-02	    2.53871e+00	    1.58613e-01	    2.36307e-02	   -2.79059e-02	   -1.24769e-03	   -2.98164e-02	   -1.46356e-03	   -6.73362e-02	   -5.73543e-03
    7.12073e-02	    2.53871e+00	    1.63141e-01	    3.35918e-02	   -2.68405e-02	   -1.74806e-03	   -2.87385e-02	   -2.05093e-03	   -6.57511e-02	   -7.91072e-03
    8.42105e-02	    2.53871e+00	    1.68103e-01	    4.43570e-02	   -2.56591e-02	   -2.26482e-03	   -2.75430e-02	   -2.65877e-03	   -6.39633e-02	   -1.00843e-02
    9.72420e-02	    2.53871e+00	    1.73319e-01	    5.55388e-02	   -2.43979e-02	   -2.76877e-03	   -2.62662e-02	   -3.25387e-03	   -6.20187e-02	   -1.21347e-02
    1.10306e-01	    2.53871e+00	    1.78626e-01	    6.68109e-02	   -2.30896e-02	   -3.23529e-03	   -2.49409e-02	   -3.80842e-03	   -5.99616e-02	   -1.39751e-02
    1.23408e-01	    2.53871e+00	    1.83878e-01	    7.79133e-02	   -2.17622e-02	   -3.64547e-03	   -2.35951e-02	   -4.30122e-03	   -5.78337e-02	   -1.55536e-02
    1.36552e-01	    2.53871e+00	    1.88958e-01	    8.86488e-02	   -2.04380e-02	   -3.98640e-03	   -2.22513e-02	   -4.71785e-03	   -5.56738e-02	   -1.68493e-02
    1.49741e-01	    2.53871e+00	    1.93770e-01	    9.88751e-02	   -1.91344e-02	   -4.25086e-03	   -2.09267e-02	   -5.05025e-03	   -5.35171e-02	   -1.78657e-02
    1.62983e-01	    2.53871e+00	    1.98240e-01	    1.08495e-01	   -1.78638e-02	   -4.43653e-03	   -1.96338e-02	   -5.29576e-03	   -5.13951e-02	   -1.86245e-02
    1.76280e-01	    2.53871e+00	    2.02316e-01	    1.17448e-01	   -1.66348e-02	   -4.54498e-03	   -1.83811e-02	   -5.45598e-03	   -4.93357e-02	   -1.91586e-02
    1.89637e-01	    2.53871e+00	    2.05964e-01	    1.25700e-01	   -1.54527e-02	   -4.58068e-03	   -1.71738e-02	   -5.53565e-03	   -4.73625e-02	   -1.95071e-02
    2.03061e-01	    2.53871e+00	    2.09164e-01	    1.33239e-01	   -1.43203e-02	   -4.55001e-03	   -1.60150e-02	   -5.54158e-03	   -4.54958e-02	   -1.97109e-02
    2.16555e-01	    2.53871e+00	    2.11908e-01	    1.40068e-01	   -1.32386e-02	   -4.46042e-03	   -1.49055e-02	   -5.48176e-03	   -4.37513e-02	   -1.98098e-02
    2.30125e-01	    2.53871e+00	    2.14196e-01	    1.46202e-01	   -1.22073e-02	   -4.31986e-03	   -1.38454e-02	   -5.36467e-03	   -4.21415e-02	   -1.98402e-02
    2.43776e-01	    2.53871e+00	    2.16037e-01	    1.51663e-01	   -1.12256e-02	   -4.13622e-03	   -1.28335e-02	   -5.19879e-03	   -4.06746e-02	   -1.98342e-02
    2.57513e-01	    2.53871e+00	    2.17444e-01	    1.56477e-01	   -1.02916e-02	   -3.91704e-03	   -1.18685e-02	   -4.99220e-03	   -3.93557e-02	   -1.98188e-02
    2.71342e-01	    2.53871e+00	    2.18436e-01	    1.60676e-01	   -9.40375e-03	   -3.66930e-03	   -1.09485e-02	   -4.75242e-03	   -3.81866e-02	   -1.98158e-02
    2.85268e-01	    2.53871e+00	    2.19031e-01	    1.64293e-01	   -8.55995e-03	   -3.39930e-03	   -1.00719e-02	   -4.48621e-03	   -3.71662e-02	   -1.98422e-02
